Timestamp,Departure,Arrival,Altitude
2021-03-21T19:34:34.9495903Z,VAPO,EGLL,36000
2021-03-21T19:34:34.9495903Z,UKLR,EGBB,36000
2021-03-21T19:34:34.9495903Z,EPWR,EPWA,21000
2021-03-21T19:34:34.9495903Z,EPWA,LKPR,32000
2021-03-21T19:34:34.9495903Z,EPSY,EPWR,36000
2021-03-21T19:34:34.9495903Z,EGCN,EPPO,35000
2021-03-21T19:34:34.9495903Z,EPKK,EPKK,2000
2021-03-21T19:34:34.9495903Z,EPKK,LKKV,36000
2021-03-21T19:34:34.9495903Z,EPWA,EPKK,24000
2021-03-21T19:34:34.9495903Z,ESMS,EPWA,35000
2021-03-21T19:34:34.9495903Z,EPNT,EPZR,3000
2021-03-21T19:34:34.9495903Z,EPWA,EPKK,22000
2021-03-21T19:34:34.9495903Z,EPWA,EPKK,26000
2021-03-21T19:34:34.9495903Z,LROP,EPWA,36000
2021-03-21T19:34:34.9495903Z,EPNT,EPZR,3000
2021-03-21T19:34:34.9495903Z,EPNT,EPZR,4500
2021-03-21T19:34:34.9495903Z,EPNT,EPZR,3000
2021-03-21T19:34:34.9495903Z,EPGD,EPWA,25000
2021-03-21T19:34:34.9495903Z,EDDP,RJAA,28000
2021-03-21T19:34:34.9495903Z,EPNT,EPZR,3000
2021-03-21T19:34:34.9495903Z,EPWA,EPKK,12000
2021-03-21T19:34:34.9495903Z,EPWA,EPKK,22000
2021-03-21T19:34:34.9495903Z,EPKK,EPWA,21000
2021-03-21T19:34:34.9495903Z,LIRF,EPKK,32000
2021-03-21T19:34:34.9495903Z,EKCH,EYVI,37000
2021-03-21T19:34:34.9495903Z,VAPO,EGLL,40000
2021-03-21T19:34:34.9495903Z,EPWA,UKOO,35000
2021-03-21T19:34:34.9495903Z,EPWA,EPKK,20000
2021-03-21T19:34:34.9495903Z,ESMS,LTFJ,37000
2021-03-21T19:34:34.9495903Z,EPKK,EPKK,1500
2021-03-21T19:34:34.9495903Z,EPWA,LZTT,30000
2021-03-21T19:34:34.9495903Z,EPWA,LKPR,34000
2021-03-21T19:34:34.9495903Z,EPWA,LYBE,36000
2021-03-21T19:34:34.9495903Z,UKBB,LKPR,38000
2021-03-21T19:34:34.9495903Z,LIMC,UUEE,35000
2021-03-22T08:28:35.0519688Z,VTSP,EGCC,36000
2021-03-22T08:28:35.0519688Z,UBBB,KMIA,36000
2021-03-22T08:28:35.0519688Z,RJAA,EPWA,36000
2021-03-22T08:28:35.0519688Z,EPKT,MMUN,36000
2021-03-22T08:28:35.0519688Z,YSSY,EGLL,32000
2021-03-22T08:28:35.0519688Z,ZBAA,LOWW,34100
2021-03-22T08:28:35.0519688Z,ELLX,VHHH,9000
2021-03-22T08:28:35.0519688Z,EDDK,RKSI,33000
2021-03-22T08:28:35.0519688Z,EPKT,GCFV,32000
2021-03-22T08:28:35.0519688Z,MMUN,EPWA,37000
2021-03-22T08:28:35.0519688Z,EDDF,UNNT,33000
2021-03-22T08:28:35.0519688Z,ULLI,LFMN,34000
2021-03-22T08:28:35.0519688Z,RJAA,EDDF,33000
2021-03-22T08:28:35.0519688Z,EHAM,UUEE,35000
2021-03-22T08:28:35.0519688Z,HEMA,EPPO,36000
2021-03-22T08:28:35.0519688Z,EPWA,RJAA,39000
2021-03-22T08:28:35.0519688Z,ESSV,LICC,34000
2021-03-22T08:28:35.0519688Z,EPKK,ESKN,40000
2021-03-22T08:28:35.0519688Z,UUEE,LUKK,32000
2021-03-22T08:28:35.0519688Z,EDDM,VHHH,35000
2021-03-22T08:28:35.0519688Z,EDDK,ZBAA,35000
2021-03-22T08:28:35.0519688Z,EDDP,RJAA,29000
2021-03-22T08:28:35.0519688Z,LFPG,VHHH,29000
2021-03-22T08:28:35.0519688Z,RJAA,EPWA,36000
2021-03-22T08:28:35.0519688Z,LWSK,ESGG,34000
2021-03-22T08:28:35.0519688Z,EPGD,LGAV,37000
2021-03-22T08:28:35.0519688Z,ESSA,LIML,34000
2021-03-22T08:28:35.0519688Z,LEGE,UUWW,34000
2021-03-22T08:28:35.0519688Z,UUEE,LUKK,34000
2021-03-22T08:28:35.0519688Z,LKPR,EPKT,10000
2021-03-22T08:28:35.0519688Z,EPGD,ENAL,38000
2021-03-22T08:28:35.0519688Z,EPGD,ESNQ,40000
